"cityId","cityName_CN","cityName_EN","Lon","Lat","Regis_pop","Res_pop","GDP","Employ_pct","Patent","SM_degree","Mob_degree","Pub_degree"
360300,"萍乡","Pingxiang",113.9,27.516,890000,942000,61255290000,1.472,1850,989172,235564,30
410800,"焦作","Jiaozuo",112.897,35.1064,990000,1002000,47356370000,1.689,2928,1496743,301278,405
640100,"银川","Yinchuan",106.348,38.2294,1130000,1518000,97336710000,3.379,2084,3098687,420377,549
411100,"漯河","Luohe",113.903,33.6569,1350000,1391000,64763350000,0.512,1261,847507,284993,23
360700,"赣州","Ganzhou",115.271,25.7074,1570000,2839000,52079120000,1.35,5776,2572098,729634,421
411400,"商丘","Shangqiu",115.697,34.2908,1840000,1591000,43004550000,0.539,1692,1385877,731499,126
510400,"攀枝花","Panzhihua",101.731,26.8076,670000,822000,74552460000,2.517,1303,650017,117495,58
511400,"眉山","Meishan",103.749,29.9278,1220000,1276000,51632880000,0.456,713,835190,297234,9
371600,"滨州","Binzhou",117.828,37.5034,1080000,1255000,79275060000,1.148,2718,1196132,262302,242
330800,"衢州","Quzhou",118.675,28.9346,850000,980000,5.2847e+10,2.656,4808,1368470,648807,90
530400,"玉溪","Yuxi",102.2,24.1406,720000,913000,69264160000,1.202,995,857276,172233,36
130300,"秦皇岛","Qinhuangdao",119.181,40.0888,1460000,1694000,93400310000,2.103,2990,2203988,437483,662
350800,"龙岩","Longyan",116.739,25.2926,1030000,1014000,90686680000,2.243,3371,1978734,212277,73
450300,"桂林","Guilin",110.513,25.3551,1300000,1392000,84723930000,1.873,2408,3083594,801943,1812
220300,"四平","Siping",124.467,43.5695,580000,665000,21633950000,1.6,471,1032615,207956,144
340400,"淮南","Huainan",116.781,32.7144,1860000,1871000,59029120000,1.014,2292,1296275,206522,276
150400,"赤峰","Chifeng",118.893,43.2063,1260000,1525000,84784420000,1.153,452,1295198,207517,75
441700,"阳江","Yangjiang",111.774,22.0384,1210000,1294000,67110450000,0.623,2167,2713562,271933,9
445200,"揭阳","Jieyang",116.116,23.3386,2090000,2213000,92434370000,0.46,3876,5510226,343061,8
